endTime,artistName,trackName,msPlayed
2021-12-31 01:57,Vete a la Versh,Tiempo,23
2021-12-31 01:57,Eminem,Without Me,23
2021-12-31 01:57,Eminem,Without Me,887
2021-12-31 01:57,Vete a la Versh,Perra,0
2021-12-31 01:57,Vete a la Versh,Perra,3518
2021-12-31 01:59,Vete a la Versh,Perra,149693
2021-12-31 02:03,Vete a la Versh,Tiempo,206666
2021-12-31 02:06,Metalocalypse: Dethklok,Murmaider,183160
2021-12-31 02:07,Vete a la Versh,Tiempo,54133
2021-12-31 18:11,Vete a la Versh,Tiempo,41440
2022-01-01 00:20,Vete a la Versh,Tiempo,23719
2022-01-01 05:16,Vete a la Versh,Horrible,0
2022-01-01 05:16,Eminem,Without Me,0
2022-01-01 05:16,Vete a la Versh,Perra,141
2022-01-01 05:20,Turisas,Rasputin,233520
2022-01-01 05:24,Eminem,Without Me,290320
2022-01-01 05:28,Vete a la Versh,Horrible,221423
2022-01-01 05:31,Vete a la Versh,Perra,149693
2022-01-01 05:34,Vete a la Versh,Tiempo,206666
2022-01-01 05:37,Metalocalypse: Dethklok,Murmaider,204360
2022-01-01 05:40,Destripando la Historia,Odín,182800
2022-01-01 05:41,Mägo de Oz,El Cervezo - El árbol de la birra,26990
2022-01-01 05:49,Mick Gordon,Bfg Division,506762
2022-01-01 05:53,Rod Stewart,Da Ya Think I'm Sexy?,204920
2022-01-04 16:45,Turisas,Rasputin,39405
2022-01-04 16:48,Turisas,Rasputin,194153
2022-01-04 16:53,Eminem,Without Me,290320
2022-01-04 16:57,Vete a la Versh,Horrible,221423
2022-01-04 16:59,Vete a la Versh,Perra,149693
2022-01-04 17:03,Vete a la Versh,Tiempo,206666
2022-01-04 17:06,Metalocalypse: Dethklok,Murmaider,204360
2022-01-04 18:14,Mick Gordon,Bfg Division,449977
2022-01-04 23:20,Vete a la Versh,Horrible,0
2022-01-04 23:20,Vete a la Versh,Tiempo,23
2022-01-04 23:20,Eminem,Without Me,0
2022-01-04 23:20,Metalocalypse: Dethklok,Murmaider,818
2022-01-04 23:20,Vete a la Versh,Perra,47
2022-01-04 23:24,Turisas,Rasputin,233775
2022-01-04 23:29,Eminem,Without Me,290320
2022-01-04 23:33,Vete a la Versh,Horrible,221423
2022-01-04 23:36,Vete a la Versh,Perra,149693
2022-01-04 23:39,Vete a la Versh,Tiempo,206666
2022-01-04 23:42,Metalocalypse: Dethklok,Murmaider,204360
2022-01-05 00:07,Mick Gordon,Bfg Division,23109
2022-01-05 00:10,Metalocalypse: Dethklok,Murmaider,204360
2022-01-05 00:19,Mick Gordon,Bfg Division,506762
2022-01-05 00:24,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2022-01-05 00:27,Destripando la Historia,Odín,182800
2022-01-05 00:32,Rod Stewart,Da Ya Think I'm Sexy?,331333
2022-01-05 00:39,Dschinghis Khan,Moskau,166487
2022-01-05 00:39,Rod Stewart,Da Ya Think I'm Sexy?,782
2022-01-05 00:39,Mick Gordon,Bfg Division,0
2022-01-05 00:39,Destripando la Historia,Odín,735
2022-01-05 00:39,Mägo de Oz,El Cervezo - El árbol de la birra,744
2022-01-05 00:39,Metalocalypse: Dethklok,Murmaider,895
2022-01-05 00:39,Metalocalypse: Dethklok,Murmaider,0
2022-01-05 00:42,Vete a la Versh,Tiempo,206666
2022-01-05 00:42,Metalocalypse: Dethklok,Murmaider,7502
2022-01-05 00:47,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2022-01-05 00:50,Destripando la Historia,Odín,182800
2022-01-05 00:52,Vete a la Versh,Perra,72910
2022-01-05 01:14,Mick Gordon,Argent Energy,13242
2022-01-06 00:53,Mick Gordon,Harbinger,39466
2022-01-06 00:53,Mick Gordon,Argent Energy,159626
2022-01-06 01:54,Turisas,Rasputin,1857
2022-01-08 09:23,Turisas,Rasputin,233520
2022-01-08 09:27,Eminem,Without Me,290320
2022-01-08 09:31,Vete a la Versh,Horrible,221423
2022-01-08 09:33,Vete a la Versh,Perra,149693
2022-01-08 09:37,Vete a la Versh,Tiempo,206666
2022-01-08 09:40,Metalocalypse: Dethklok,Murmaider,204360
2022-01-08 09:49,Mick Gordon,Bfg Division,506762
2022-01-08 09:54,Mägo de Oz,El Cervezo - El árbol de la birra,280160
2022-01-08 09:57,Destripando la Historia,Odín,182800
2022-01-08 10:00,Destripando la Historia,Gilgamesh,200857
2022-01-08 10:06,Rod Stewart,Da Ya Think I'm Sexy?,331333
2022-01-08 10:10,Dschinghis Khan,Moskau,271960
2022-01-08 10:15,Megumi Hayashibara,TSUBASA WO KUDASAI,294521
2022-01-08 10:17,Gustavo Santaolalla,Beyond Desolation,144626
2022-01-08 10:19,Rocco DeLuca,Crash of Worlds,106120
